lr_prob_0,lr_prob_1,knn_prob_0,knn_prob_1,svm_prob_0,svm_prob_1,mlp_prob_0,mlp_prob_1,Outcome
0.485198036066942,0.514801963933058,0.0,1.0,0.25994059761958455,0.7400594023804156,0.23613636598235865,0.7638636340176413,1
0.5045735653130163,0.49542643468698366,1.0,0.0,0.6800933096417869,0.31990669035821306,0.7856298854115817,0.21437011458841823,0
0.44792932722934575,0.5520706727706542,1.0,0.0,0.992671020815711,0.007328979184289121,0.9743008404228077,0.02569915957719229,0
0.4981560442403411,0.5018439557596589,0.0,1.0,0.26019983715623296,0.739800162843767,0.8298256705931508,0.1701743294068492,1
0.5208735072375525,0.47912649276244745,0.6038057105875615,0.39619428941243856,0.5759272251416357,0.42407277485836437,0.5884044685144008,0.41159553148559924,0
0.4740758131112892,0.5259241868887108,0.0,1.0,0.12494899591449582,0.8750510040855042,0.3089780505656462,0.6910219494343538,1
0.5121467975407963,0.48785320245920366,1.0,0.0,0.9754761072613203,0.024523892738679724,0.9157403982482516,0.08425960175174844,0
0.48231172887212814,0.5176882711278719,0.0,1.0,0.26014723342485546,0.7398527665751445,0.5412764850275495,0.4587235149724504,1
0.4155337662374975,0.5844662337625025,0.6032175683916499,0.39678243160835,0.0037411563451352796,0.996258843654865,0.03023015315091837,0.9697698468490816,0
0.48035023760249373,0.5196497623975063,1.0,0.0,0.6859310299683764,0.3140689700316234,0.46986309509763047,0.5301369049023695,0
0.5212056769692693,0.47879432303073066,1.0,0.0,0.9988286178224807,0.001171382177519402,0.9991602376734956,0.0008397623265044355,0
0.444060022491958,0.555939977508042,0.0,1.0,0.647762539861927,0.35223746013807294,0.06331255131090041,0.9366874486890996,1
0.503157337961786,0.49684266203821403,1.0,0.0,0.17911606497859617,0.8208839350214039,0.22225398473363966,0.7777460152663603,0
0.468312588797797,0.531687411202203,0.0,1.0,0.7133596463920228,0.28664035360797707,0.5865762699118175,0.4134237300881825,1
0.5124678502281397,0.48753214977186027,1.0,0.0,0.7091150515145874,0.29088494848541263,0.8828318934659379,0.11716810653406205,0
0.48595267338998105,0.514047326610019,1.0,0.0,0.6876036370444708,0.31239636295552886,0.9999102737615755,8.97262384245186e-05,0
0.47546130597118286,0.5245386940288171,0.26684558490710275,0.7331544150928971,0.2613972450141159,0.7386027549858841,0.5524638715326353,0.4475361284673647,0
0.4752024342218112,0.5247975657781888,0.0,1.0,1.1096529925033807e-07,0.9999998890347008,0.6694646013109125,0.3305353986890876,1
0.4757207018430111,0.5242792981569889,1.0,0.0,0.2641545871857568,0.7358454128142434,0.1182970032898698,0.8817029967101302,0
0.5317604087647088,0.4682395912352913,1.0,0.0,0.6859072275808228,0.3140927724191771,0.8994402671336935,0.10055973286630648,0
0.5341541666893433,0.46584583331065665,1.0,0.0,0.6691769808950343,0.3308230191049656,0.8893800459918731,0.11061995400812687,0
0.5163560453572968,0.48364395464270316,1.0,0.0,0.997467357448921,0.0025326425510789393,0.9581928715213077,0.041807128478692314,0
0.5415666420779877,0.4584333579220124,1.0,0.0,0.7032709878190024,0.29672901218099756,0.977505119827275,0.022494880172725,0
0.5277482720102771,0.4722517279897229,1.0,0.0,0.9999112196234948,8.878037650521024e-05,0.9994166576694377,0.000583342330562293,0
0.47053986616882826,0.5294601338311717,0.0,1.0,0.26011413887097273,0.739885861129027,0.14037088824636013,0.8596291117536399,1
0.49381934640087444,0.5061806535991256,1.0,0.0,0.692717960313683,0.307282039686317,0.9699507849420956,0.03004921505790434,0
0.485259906602018,0.514740093397982,0.450325461351274,0.5496745386487261,0.26206216040237035,0.7379378395976296,0.09162108821721227,0.9083789117827877,1
0.5462657153682401,0.4537342846317599,1.0,0.0,0.9734342087704515,0.02656579122954851,0.9972981177997583,0.0027018822002417378,0
0.4716703960773041,0.5283296039226959,0.0,1.0,0.29285299385472746,0.7071470061452724,0.1916681816161867,0.8083318183838133,1
0.49641296444519334,0.5035870355548067,1.0,0.0,0.725506288311103,0.27449371168889697,0.525634684899309,0.47436531510069097,0
0.5344732656818179,0.4655267343181822,1.0,0.0,0.9954827654683682,0.004517234531631851,0.998204736515456,0.001795263484543977,0
0.5103342877751389,0.4896657122248611,1.0,0.0,0.6496222354092565,0.3503777645907435,0.8427983765762782,0.15720162342372176,0
0.4738794318997215,0.5261205681002785,1.0,0.0,0.7798916567020137,0.22010834329798643,0.8276536509330443,0.17234634906695565,0
0.5086290034429974,0.49137099655700256,1.0,0.0,0.8068344876072856,0.1931655123927147,0.7306136746874439,0.2693863253125562,0
0.4023383845474857,0.5976616154525143,0.40174441121234933,0.5982555887876506,0.20312671121963488,0.7968732887803649,0.00849738287062829,0.9915026171293717,1
0.5331882984331935,0.46681170156680646,1.0,0.0,0.7897603359465079,0.21023966405349181,0.9295487683587653,0.07045123164123472,0
0.47607374051982165,0.5239262594801783,0.0,1.0,0.02277259924860221,0.9772274007513978,0.15143191519020582,0.8485680848097942,0
0.4951129932764583,0.5048870067235417,1.0,0.0,0.6116235334078516,0.38837646659214836,0.180888221148645,0.819111778851355,0
0.5378514793980708,0.46214852060192924,1.0,0.0,0.9560340606706453,0.04396593932935464,0.9818713330253629,0.018128666974637067,0
0.3632073373302467,0.6367926626697533,0.0,1.0,0.2052789392927481,0.794721060707252,1.0326905409030473e-05,0.999989673094591,0
0.49996834669155654,0.5000316533084435,1.0,0.0,0.6324963298784858,0.36750367012151436,0.9551373828839393,0.044862617116060606,0
0.44686287092715304,0.553137129072847,0.8156908846639154,0.18430911533608463,0.5790364119515375,0.4209635880484624,0.20310254176307396,0.796897458236926,0
0.5287528569614173,0.47124714303858267,1.0,0.0,0.6249161965010264,0.37508380349897347,0.8771117208790411,0.12288827912095893,0
0.44492988992833005,0.55507011007167,1.0,0.0,0.6876860794767142,0.3123139205232858,0.966106872391745,0.033893127608254976,0
0.5240210714832898,0.47597892851671014,0.0,1.0,0.4229711915191536,0.5770288084808465,0.7777386164236411,0.22226138357635897,1
0.4493804938422489,0.5506195061577511,1.0,0.0,0.6927161791923414,0.3072838208076586,0.7734899494798043,0.2265100505201957,0
0.41719913438425515,0.5828008656157448,0.0,1.0,0.2101478407249354,0.7898521592750646,0.24538836292606125,0.7546116370739387,1
0.5040789018731335,0.49592109812686647,1.0,0.0,0.9655921578588534,0.03440784214114657,0.9855679900892726,0.014432009910727331,0
0.4153408906669491,0.5846591093330509,0.0,1.0,0.25111714517817957,0.7488828548218204,0.3472665265737537,0.6527334734262463,1
0.47489493203526845,0.5251050679647316,0.0,1.0,0.14249497029917213,0.8575050297008279,0.23080840874517394,0.7691915912548261,1
0.5492038009403543,0.45079619905964574,1.0,0.0,0.9998903260757348,0.00010967392426511036,0.9989695539477093,0.0010304460522907977,0
0.37819306259455365,0.6218069374054463,0.29400266733842834,0.7059973326615717,0.06558070925189143,0.9344192907481084,0.026374712764365205,0.9736252872356348,1
0.5452721435653984,0.45472785643460156,1.0,0.0,0.9987619701006419,0.0012380298993578903,0.9996496230824438,0.00035037691755628655,0
0.4765954523828917,0.5234045476171083,0.0,1.0,0.29802995418392886,0.7019700458160711,0.18060279954173553,0.8193972004582645,1
0.5190589242144241,0.4809410757855759,1.0,0.0,0.9446977267208023,0.05530227327919774,0.9792199875571276,0.02078001244287241,0
0.5271102511603176,0.4728897488396824,1.0,0.0,0.9136199278486091,0.08638007215139099,0.9594497410554639,0.04055025894453607,0
0.4947418390289161,0.5052581609710839,0.060734542203889186,0.9392654577961108,0.178582640135518,0.8214173598644819,0.31969414533129925,0.6803058546687007,1
0.5412572717003908,0.45874272829960916,1.0,0.0,0.8450941187592376,0.15490588124076232,0.9626814679865461,0.037318532013453934,0
0.486320037561195,0.513679962438805,0.8033723457038682,0.19662765429613174,0.9995075670343676,0.0004924329656324585,0.19311076004178318,0.8068892399582168,0
0.5452918099382671,0.4547081900617329,1.0,0.0,0.9997669519130702,0.00023304808692991926,0.9999864731484756,1.3526851524411976e-05,0
0.5576445081989607,0.4423554918010393,1.0,0.0,0.9950197210402282,0.004980278959771792,0.9992280738540665,0.0007719261459335124,0
0.42661808965690096,0.573381910343099,0.0,1.0,0.29274754349128684,0.7072524565087132,0.01062714705420753,0.9893728529457925,1
0.42479467557390194,0.5752053244260981,0.0,1.0,0.08531770021595707,0.9146822997840429,0.04429471491774506,0.9557052850822549,1
0.5233849301875846,0.4766150698124154,1.0,0.0,0.8730201664129368,0.12697983358706297,0.8000680167986811,0.19993198320131894,0
0.5174612614470979,0.482538738552902,1.0,0.0,0.7706975652134768,0.22930243478652335,0.842215795144703,0.157784204855297,0
0.5298183968573167,0.4701816031426833,1.0,0.0,0.9999230123315955,7.698766840444864e-05,0.9995981259481926,0.00040187405180730815,0
0.45608358886651446,0.5439164111334855,0.22383417473434902,0.7761658252656509,5.018036723699326e-07,0.9999994981963276,0.30127495494491563,0.6987250450550844,1
0.4320626353940137,0.5679373646059863,0.0,1.0,0.20875502090896828,0.7912449790910319,0.08861116422767357,0.9113888357723264,1
0.49346499432586455,0.5065350056741355,1.0,0.0,0.5790010005013045,0.4209989994986953,0.7761078112752697,0.22389218872473032,0
0.5276391039956803,0.4723608960043197,1.0,0.0,0.999586976289417,0.0004130237105831002,0.999813470865907,0.00018652913409300133,0
0.46707363585673956,0.5329263641432604,1.0,0.0,0.7255611748075136,0.2744388251924861,0.13361072398910545,0.8663892760108945,0
0.5531303398059679,0.4468696601940321,1.0,0.0,0.9999995762911881,4.237088120418765e-07,0.9999976018881298,2.3981118701793906e-06,0
0.4968880286800187,0.5031119713199813,0.0,1.0,0.25998118275594545,0.7400188172440547,0.5875757085624485,0.4124242914375515,1
0.5153155245287775,0.48468447547122256,1.0,0.0,0.9999670315957244,3.2968404275553376e-05,0.9139619397610015,0.08603806023899857,0
0.499726943404199,0.500273056595801,0.0,1.0,0.2600127649728125,0.7399872350271874,0.43576928476936216,0.5642307152306378,1
0.5380969183231964,0.4619030816768036,1.0,0.0,0.8183204796090797,0.1816795203909204,0.9419623937721356,0.058037606227864316,0
0.543180070321553,0.456819929678447,1.0,0.0,0.9999465979996627,5.3402000337294294e-05,0.9999902102293008,9.789770699243801e-06,0
0.4847940467324994,0.5152059532675006,0.0,1.0,0.1761657966880295,0.8238342033119703,0.2830810312709999,0.7169189687290001,1
0.4719923236596614,0.5280076763403386,0.0,1.0,0.5102074151746017,0.48979258482539817,0.7818092914856539,0.21819070851434605,0
